,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Score
10733,East India Company,"31 Jul, 2009",Nitro Games,Nitro Games,['Strategy'],36.95,"['English', 'French', 'German']",1,0,1.0,0.5273070140741184
10734,Dungeon Lord,"20 Oct, 2020","TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.","['Adventure', 'Casual', 'Indie']",55.95,"['English', 'Korean']",1,1,1.0,0.5310369093031755
10735,The Magnificent Trufflepigs,"2 Jun, 2021",Thunkd,AMC Games,"['Adventure', 'Indie']",43.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese']",0,0,1.0,0.5542164750441723
10736,XMagicMouse,"5 Jun, 2019",XDesktopSoft,XDesktopSoft,"['Animation & Modeling', 'Design & Illustration', 'Utilities', 'Early Access']",10.95,"['English', 'Simplified Chinese', 'French', 'German', 'Japanese', 'Korean', 'Russian']",0,0,0.0,0.5521845986333702
10737,Dragon Hunt,"26 Apr, 2018",Racing Bros,ANPA.US,"['Casual', 'Indie', 'Simulation']",3.5,['English'],0,0,1.0,0.5275649801064717
10738,Ginger: Beyond the Crystal,"25 Oct, 2016",Drakhar Studio,BadLand Publishing,"['Adventure', 'Indie']",14.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",0,0,1.0,0.5689703982071522
10739,JUMANJI: The Video Game,"8 Nov, 2019",Funsolve LTD,Outright Games Ltd.,['Action'],110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",0,0,1.0,0.5310031174599085
10740,Bit-Boom,"2 Jan, 2018",Coconut Tree Studio,Droid Riot,"['Adventure', 'Indie']",10.95,['English'],0,0,1.0,0.5529746542471051
10741,UNKNOWN REGION,"17 Aug, 2020",SYDNEY GAMES,SYDNEY GAMES,"['Adventure', 'Indie', 'Simulation', 'Early Access']",55.95,['English'],0,0,1.0,0.5659978589231204
10742,Car Physics Simulator,"25 Jul, 2021",CarPhyGames,CarPhyGames,"['Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",14.5,['English'],1,0,1.0,0.5227539483768725
10743,Affliction,"25 Oct, 2017",Corrosive Studios LLC,Corrosive Studios LLC,"['Action', 'Adventure', 'Indie']",10.95,['English'],1,0,1.0,0.5596698511058467
10744,Picture toys,"14 Nov, 2019",lvfo,lvfo,"['Adventure', 'Casual', 'Indie']",7.25,"['English', 'German', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1,1,1.0,0.5455078967537451
10745,Soul Locus,"30 Apr, 2015",Fat Loot Games,Fat Loot Games,"['Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",,['English'],0,0,1.0,0.6037109211649035
10746,Trivia Vault: Fashion Trivia,"24 May, 2018",Ripknot Systems,Ripknot Systems,"['Action', 'Casual', 'Simulation']",37.99,['English'],0,0,1.0,0.4838645806677508
10747,Kuro survival,"21 Jun, 2017",Phuong Nguyen,nlfastudio,"['Action', 'Adventure', 'Casual', 'Indie']",3.15,['English'],0,0,1.0,0.5703235342237425
10748,Atelier Agnes,"16 Dec, 2021",AQ organization,WASABI entertainment,"['Indie', 'RPG']",55.95,"['English', 'Japanese', 'Simplified Chinese']",0,1,1.0,0.5565965984417068
10749,ReLoaded,"24 Jul, 2015",Urbanscan,Console Classics,"['Action', 'Adventure', 'RPG']",,['English'],0,0,1.0,0.5210832206836116
10750,Psycho Train,"4 Nov, 2014",Veles Studio,Alawar Entertainment,"['Adventure', 'Casual', 'Indie']",25.95,['English'],0,0,1.0,0.5781794273038214
10751,Sproots,"13 Aug, 2019",Sokpop Collective,Sokpop Collective,"['Adventure', 'Indie', 'Strategy']",10.95,['English'],0,0,1.0,0.48436411453923567
10752,I was here,"5 Oct, 2017",Okinawa Sunrise,Okinawa Sunrise,"['Adventure', 'Casual', 'Indie']",9.99,['English'],1,0,1.0,0.5
10753,Space Bar at the End of the Galaxy,"21 Aug, 2020",Little Black Book Entertainment,Little Black Book Entertainment,"['Casual', 'Indie']",18.5,['English'],1,1,1.0,0.5512722559357107
10754,Duck Hunting,"5 Apr, 2017",Alekseev,Alekseev,"['Indie', 'Simulation']",29.5,"['English', 'Russian']",0,0,1.0,0.5512722559357107
10755,Now Testing: 407,"7 May, 2021",Keaton Applebaum,Applebomb Games,"['Action', 'Adventure', 'Casual', 'Indie']",3.5,['English'],0,0,1.0,0.5781794273038214
10756,CYBER JOLT (VR),"21 Feb, 2017",Deceptive Games,Deceptive Games,"['Action', 'Casual', 'Indie', 'Racing']",3.5,['English'],0,0,1.0,0.5
10757,Popap,"15 Mar, 2017",aqwatron,aqwatron,['Casual'],,"['English', 'Russian']",0,0,1.0,0.6292769599223508
10758,ROMANCE OF THE THREE KINGDOMS XIII,"27 Jan, 2016","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",['Simulation'],224.95,"['English', 'Japanese', 'Traditional Chinese', 'Korean']",1,0,1.0,0.5244160317272457
10759,Police Simulator: Patrol Duty,"18 Jun, 2019",Bigmoon Entertainment,Bigmoon Entertainment,['Simulation'],66.95,"['English', 'German', 'French', 'Spanish - Spain', 'Polish']",0,0,1.0,0.5224767385583149
10760,RAID: World War II,"26 Sep, 2017",Lion game Lion,Starbreeze Publishing AB,"['Action', 'Adventure', 'RPG']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",1,0,1.0,0.5120539898446237
10761,WWE 2K18,"17 Oct, 2017",Visual Concepts,2K,"['Simulation', 'Sports']",224.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic']",1,0,1.0,0.5239397768703684
10762,WWE 2K18,"17 Oct, 2017",Visual Concepts,2K,"['Simulation', 'Sports']",224.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic']",1,0,1.0,0.5239397768703684
10763,FlatOut 4: Total Insanity,"4 Apr, 2017",Kylotonn,Strategy First,['Racing'],138.69,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']",1,0,1.0,0.5223021267402604
10764,Digger Online,"2 Jun, 2015",Дмитриев Максим Константинович,Дмитриев Максим Константинович,"['Action', 'Adventure']",7.25,"['English', 'Russian']",0,0,,0.47135591568840285
10765,Starpoint Gemini 3,"5 Nov, 2020",Little Green Men Games,Little Green Men Games,"['Action', 'Indie', 'RPG', 'Simulation']",110.0,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Russian', 'Turkish', 'Portuguese - Brazil']",1,0,1.0,0.5190510631247481
10766,LOTUS-Simulator,"14 Sep, 2018",Oriolus Software GmbH,Oriolus Software GmbH,"['Indie', 'Simulation', 'Early Access']",189.95,"['English', 'German']",1,0,1.0,0.5118625101656358
10767,Dinosis Survival,"7 Jul, 2017",Corpix Games,Corpix Games,"['Action', 'Adventure', 'Indie', 'Simulation']",18.5,"['English', 'German', 'Spanish - Spain', 'Russian', 'Swedish']",0,0,1.0,0.5204206276685175
10768,Carnival Games® VR,"27 Oct, 2016",Cat Daddy Games,2K,"['Casual', 'Simulation']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",1,0,1.0,0.44279457717586557
10769,Touhou Mechanical Scrollery | 幻想討幻経,"30 Apr, 2020",巫女さん作法,Phoenixx Inc.,"['Action', 'Indie']",73.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.5227121714818849
10770,WARMA,"20 Jul, 2019",BA.D,WARMA Corp,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Early Access']",36.95,"['English', 'Russian']",1,1,0.0,0.5391654284916912
10771,The Last Hope: Trump vs Mafia - North Korea,"20 Jan, 2017",Atomic Fabrik,Atomic Fabrik,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",3.5,"['English', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",0,0,1.0,0.5056326948594321
10772,Redemption: Saints And Sinners,"18 Nov, 2016",Black Lime Studio,Black Lime Studio,['Action'],3.5,"['English', 'Russian']",0,0,1.0,0.5198960808957923
10773,Company of Crime,"7 Aug, 2020",Resistance Games,1C Entertainment,"['Action', 'Indie', 'RPG', 'Strategy']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese']",1,0,1.0,0.5099059875978436
10774,Super Space Pug,"4 Jun, 2016",Digital Dawn Studios,Back To Basics Gaming,"['Action', 'Casual', 'Indie']",3.5,['English'],0,0,1.0,0.5287687505437207
10775,your wife,"25 Jun, 2020",Yogurt Games,Yogurt Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",3.5,"['English', 'Simplified Chinese']",0,1,1.0,0.5202916828836832
10776,Z Steel Soldiers,"1 Aug, 2014",TickTock Games,Rebellion,['Strategy'],47.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0,0,1.0,0.5198268265020634
10777,Hidden Object - 12 in 1 bundle,"1 Sep, 2016",Mzone,Games for All,['Adventure'],21.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0,0,1.0,0.5318309074771898
10778,Aeronautica Imperialis: Flight Command,"28 May, 2020",Binary Planets,Green Man Gaming Publishing,['Strategy'],92.95,['English'],1,0,1.0,0.48296102124156187
10779,Dream Catcher,"24 Jul, 2020",TW Potato,Mature Games,"['Adventure', 'Casual']",3.5,"['English', 'Simplified Chinese']",0,0,1.0,0.5339952411993231
10780,Cosmic Cube,"17 Oct, 2021",Arigatonasu,Inverse Game,"['Action', 'Adventure', 'Indie', 'RPG']",7.25,"['English', 'Japanese', 'Turkish', 'Norwegian', 'Thai', 'Traditional Chinese']",1,1,1.0,0.5420262930447121
10781,Welcome to the Adventurer Inn!,"2 Apr, 2021",peperoncino,Kagura Games,"['Indie', 'RPG', 'Simulation']",73.95,"['English', 'Japanese', 'Simplified Chinese']",0,1,1.0,0.5738387832145901
10782,Gunspell - Steam Edition,"7 Nov, 2014",Ino-Co Plus,AKPublish pty ltd,"['Adventure', 'Indie', 'RPG']",18.5,"['English', 'French', 'German', 'Spanish - Spain', 'Russian']",0,0,1.0,0.5293556440482791
10783,Chronostorm: Siberian Border,"2 Apr, 2009",Ulysses Games,Buka Entertainment,['Strategy'],3.5,"['English', 'Russian']",0,0,1.0,0.5149235790987843
10784,Street Outlaws: The List,"29 Nov, 2019",Team6 Games,GameMill Entertainment,['Racing'],73.95,"['English', 'Dutch', 'French', 'Italian', 'German', 'Spanish - Spain']",0,0,1.0,0.4861235060739287
10785,Car Tuning Simulator,"29 Oct, 2021",Boom Games,Boom Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",3.5,['English'],0,0,1.0,0.5
10786,Seduction,"8 Oct, 2021",KOEX studio,Gamera Game,"['Action', 'Adventure', 'Indie']",29.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",0,1,1.0,0.5596698511058467
10787,Doctor Who Infinity,"7 Aug, 2018",Tiny Rebel Games,Tiny Rebel Games,"['Casual', 'Indie', 'Strategy']",18.5,['English'],1,0,1.0,0.5536422774477028
10788,Loch Ness,"3 Dec, 2021",JFi Games,JFi Games,"['Indie', 'Early Access']",51.95,['English'],0,0,1.0,0.5082365420001788
10789,Tower! 3D,"31 Jul, 2020",FeelThere,FeelThere,"['Indie', 'Simulation']",32.95,['English'],1,0,1.0,0.5219633750248642
10790,World War 2: Time of Wrath,"15 Jun, 2009",Wastelands Interactive,Wastelands Interactive,"['Indie', 'Strategy']",18.5,['English'],0,0,1.0,0.47166456625473985
10791,Bernie’s Nightmare,"28 Jul, 2018",Kevin Yang Games,SA Industry,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",3.5,"['English', 'Polish']",0,0,1.0,0.5593531155903215
10792,I Can't Believe It's Not Gambling 2(K),"16 Dec, 2019",Mutant Entertainment Studios,Mutant Entertainment Studios,"['Simulation', 'Sports']",7.25,['English'],0,0,1.0,0.5082365420001788
10793,Dumbass Drivers!,"4 May, 2017",MJ Lovegrove,Screen 7,"['Indie', 'Racing']",3.5,['English'],0,1,1.0,0.5
10794,Burgers,"11 Aug, 2015",storm_sharks,storm_sharks,"['Action', 'Adventure', 'Indie', 'RPG']",3.5,['English'],0,0,1.0,0.4668152520785399
10795,Recontact London: Cyber Puzzle,"19 Oct, 2021",Recontact Games,Recontact Games,['Simulation'],43.95,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Japanese', 'Korean', 'Russian', 'Turkish', 'Dutch']",0,0,1.0,0.5775661759534104
10796,Zoo Constructor,"3 Jan, 2020",b-alive gmbh,b-alive gmbh,"['Casual', 'Indie', 'Simulation', 'Strategy']",66.95,"['English', 'German']",0,0,1.0,0.6055428064716709
10797,Loot Box Simulator 20!8,"30 Jan, 2018","Nikita ""Ghost_RUS""",Ghost_RUS Games,"['Casual', 'Indie', 'Simulation']",3.5,"['English', 'Russian']",1,0,1.0,0.35035723091914955
10798,EMBERZONE,"18 Jul, 2020",Vladislav Borovic,Vladislav Borovic,"['Casual', 'Indie']",3.5,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Korean', 'Polish', 'Portuguese', 'Romanian', 'Turkish', 'Japanese']",0,1,1.0,0.5
10799,Card Games Mega Collection,"13 Jun, 2018",Gunnar Games,Gunnar Games,['Casual'],25.95,['English'],0,0,1.0,0.5133877708367184
10800,Horror Fish Simulator,"15 Apr, 2018",Tero Lunkka,Tero Lunkka,"['Casual', 'Indie', 'Simulation']",3.5,['English'],0,0,1.0,0.49433291325094797
10801,Sharpe Investigations: Death on the Seine,"15 Jul, 2014",Icarus Games,Libredia Entertainment,"['Adventure', 'Casual']",25.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil']",0,0,1.0,0.48661222916328156
10802,Lasagna Boy,"18 Jun, 2021",Trashy Rascal Studios,Trashy Rascal Studios,"['Action', 'Adventure', 'Indie']",25.95,['English'],0,1,1.0,0.5326582539922242
10803,Mines of Mars,"10 Sep, 2018",Wickey Ware,Crescent Moon Games,['Indie'],25.95,['English'],0,0,1.0,0.5138764939260713
10804,Girl Mod | GIRLS VR (create + pose in VR),"19 Oct, 2018",GirlMod,GirlMod,"['Casual', 'Indie', 'Simulation', 'Early Access']",66.95,['English'],0,1,1.0,0.4757992397063895
10805,Fancy Skiing 2: Online,"13 Jul, 2018",哈视奇科技,哈视奇科技,"['Casual', 'Racing', 'Simulation', 'Sports']",43.95,"['English', 'Simplified Chinese']",0,0,1.0,0.5432601525339883
10806,An Imp? A Fiend!,"16 Mar, 2015",Blaze Epic,Blaze Epic,"['Action', 'Adventure', 'Indie']",3.5,['English'],0,0,1.0,0.5326349585961353
10807,Unhappy Ever After,"20 Jan, 2017",Warped Tales,Warped Tales,"['Adventure', 'Indie', 'RPG']",3.5,['English'],1,0,1.0,0.5726022808808316
10808,The Last Sigil,"28 Mar, 2019",Redden,Redden,"['Action', 'Adventure', 'Indie', 'RPG']",29.5,"['English', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.5920516003478254
10809,The Ruins: VR Escape the Room,"13 Apr, 2017",Blue Entropy Studios,Blue Entropy Studios,"['Action', 'Adventure', 'Indie', 'Strategy']",14.5,['English'],0,0,1.0,0.5610270060796031
10810,我要成为铸剑师,"23 Mar, 2021",艾斯尼斯,艾斯尼斯,"['Adventure', 'Indie', 'RPG']",14.5,"['English', 'Simplified Chinese']",0,0,1.0,0.5156358854607643
10811,Train Simulator: London Subway,"4 Jul, 2018",Fury Games Production,Fury Games Production,"['Casual', 'Indie', 'Simulation']",7.25,"['English', 'Russian']",0,0,1.0,0.5
10812,Super Ultra Monster Smash!,"7 Aug, 2017",Ken Koji,Ken Koji,"['Action', 'Casual', 'Indie', 'Simulation']",3.5,['English'],0,0,1.0,0.5
10813,Stick War: Castle Defence,"16 Mar, 2018",FoG Games,FoG Games,"['Action', 'Indie', 'RPG']",29.5,['English'],0,0,1.0,0.5
10814,NeoBalls2,"14 Feb, 2018",BJGameInd,BJGameInd,['Indie'],3.5,['English'],0,0,1.0,0.5129760291682287
10815,Spot Girls Difference,"25 Jan, 2019",Puzzle Game,Puzzle Game,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Ukrainian', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'Simplified Chinese', 'Traditional Chinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese', 'Portuguese - Brazil', 'Arabic', 'Korean']",1,1,1.0,0.5374989994860442
10816,Urban Justice,"17 Jan, 2019",Evil Bunneh,Evil Bunneh,"['Action', 'Adventure', 'Casual', 'Indie']",7.25,['English'],0,0,1.0,0.5117269784968523
10817,The Survivor,"3 Aug, 2020",Starship Studio,Starship Studio,"['Action', 'Adventure', 'Indie', 'Early Access']",3.5,"['English', 'Russian']",0,1,1.0,0.5133877708367184
10818,From Shadows,"10 Aug, 2017",Revolt and Rebel,Klabater,"['Action', 'Indie']",7.25,"['English', 'Polish', 'Russian']",0,0,1.0,0.5242007602936105
10819,Super Poop,"6 Feb, 2018",AL-GAME,AL-GAME,"['Action', 'Adventure', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0,0,1.0,0.48955312199165096
10820,Visceral Cubes,"3 May, 2018",Ominous Entertainment,Ominous Entertainment,"['Action', 'Adventure', 'Casual', 'Indie']",3.5,['English'],0,0,1.0,0.5455078967537451
10821,Richman10,"24 Oct, 2019","Softstar Technology (Beijing) Co.,Ltd",SOFTSTAR ENTERTAINMENT,"['Casual', 'Strategy']",51.95,"['English', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.5178113627469568
10822,NBA 2K22,"9 Sep, 2021",Visual Concepts,2K,"['Simulation', 'Sports']",239.0,"['English', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'German']",0,0,1.0,0.5151837319132565
10823,NBA 2K22,"9 Sep, 2021",Visual Concepts,2K,"['Simulation', 'Sports']",239.0,"['English', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'German']",0,0,1.0,0.5151837319132565
10824,Mortal Online,"31 Aug, 2015",Star Vault AB,Star Vault AB,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",,['English'],0,1,0.0,0.5174535727459241
10825,Pagan: Absent Gods,"26 Aug, 2019",Mad Head Games,Mad Head Games,"['Action', 'RPG']",64.99,"['English', 'French', 'German', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0,0,1.0,0.5118176104808269
10826,Zelter,"22 Oct, 2020",G1 Playground,Super.com,"['Action', 'Adventure', 'Indie', 'Early Access']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",1,1,1.0,0.5124354296527206
10827,Deadliest Catch: The Game,"14 Apr, 2020",4Fishing,Ultimate Games S.A.,"['Adventure', 'Indie', 'Simulation']",73.95,"['English', 'Polish', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Italian', 'Portuguese', 'Simplified Chinese', 'French']",1,0,1.0,0.520782351468453
10828,F1 2015,"9 Jul, 2015",Codemasters,Codemasters,"['Racing', 'Sports']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Japanese', 'Polish', 'Russian']",0,0,1.0,0.6177866799146149
10829,DARK,"3 Jul, 2013",Realmforge Studios,Kalypso Media Digital,"['Action', 'RPG']",36.95,"['English', 'German', 'French', 'Russian']",1,0,1.0,0.5151229387494127
10830,ONE PUNCH MAN: A HERO NOBODY KNOWS,"27 Feb, 2020",Spike Chunsoft Co. Ltd.,BANDAI NAMCO Entertainment,['Action'],199.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",1,0,1.0,0.5150608441638136
10831,Rolling Sun,"3 Jun, 2015",Mystik'Art,Mystik'Art,"['Adventure', 'Indie', 'Strategy']",7.25,['English'],0,0,1.0,0.486638212428771
10832,Cossacks II: Napoleonic Wars,"26 Apr, 2005",GSC Game World,GSC World Publishing,['Strategy'],18.5,"['English', 'Russian', 'German', 'Ukrainian']",0,0,1.0,0.5205901779975459
10833,大明王朝1789 | Ming dynasty 1789,"15 Jun, 2020",Long Qi  Software Technology,Long Qi  Software Technology,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",36.95,"['English', 'Simplified Chinese']",0,1,1.0,0.5094681488537037
10834,Loco Parentis / 孤女咒怨,"19 Sep, 2019",Fair Games Studio,Fair Games Studio,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",59.99,"['English', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",0,1,1.0,0.5462956610142168
10835,Battle Chess: Game of Kings™,"11 Dec, 2015",Olde Sküül,Interplay Entertainment Corp.,"['Casual', 'Strategy']",110.95,['English'],0,0,1.0,0.516831161830522
10836,Drift Tuner 2019,"1 Feb, 2018",S&COR Games,S&COR Games,"['Action', 'Massively Multiplayer', 'Racing', 'Simulation']",7.25,['English'],0,0,1.0,0.5087223855994953
10837,Narcos: Rise of the Cartels,"19 Nov, 2019",Kuju,Curve Games,"['Action', 'Strategy']",110.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",0,1,1.0,0.5093246166613753
10838,The Final Take,"16 Jun, 2016",HUSH Interactive,Forever Entertainment S. A.,"['Adventure', 'Indie']",7.25,['English'],0,0,1.0,0.5264958894900993
10839,Red Risk,"4 Mar, 2016",Microblast Games,SA Industry,"['Action', 'Casual', 'Indie', 'Strategy']",3.5,['English'],1,0,1.0,0.5733259016399858
10840,Flåklypa Grand Prix,"4 Nov, 2021",Ravn Studio,Zordix Publishing,"['Action', 'Racing']",131.95,"['English', 'Danish', 'Norwegian', 'Swedish']",0,0,1.0,0.5064360697973461
10841,Zombies Ate My Neighbors and Ghoul Patrol,"29 Jun, 2021",DotEmu,Disney,"['Action', 'Adventure']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Latin America']",0,0,1.0,0.5129280412284851
10842,StellarHub,"16 Aug, 2017",Casualogic,Valkyrie Initiative,['Simulation'],32.95,"['English', 'Russian', 'German']",0,0,1.0,0.5332557096603294
10843,Intelligent Design: An Evolutionary Sandbox,"12 May, 2017",Pill Bug Interactive,Pill Bug Interactive,"['Indie', 'Simulation', 'Strategy']",25.95,['English'],0,0,1.0,0.4685439985310737
10844,Rugby Challenge 4,"3 Feb, 2021",Wicked Witch,Tru Blu Games,"['Simulation', 'Sports']",189.95,"['English', 'French', 'Italian', 'Spanish - Spain']",0,0,1.0,0.4896735789441487
10845,Wildlife Park 2 - Fantasy,"15 Nov, 2013",b-alive gmbh,b-alive gmbh,"['Casual', 'Indie', 'Simulation', 'Strategy']",3.5,"['English', 'German', 'French', 'Russian', 'Spanish - Spain']",0,0,1.0,0.4955630834116468
10846,Café Rouge,"1 Jul, 2020",Sonya Fung,CloudNovel LLC,['Simulation'],73.95,['English'],0,1,1.0,0.46483823288812876
10847,Through Abandoned: The Refuge,"25 Mar, 2019",Igor Krutov,Trinity Project,"['Adventure', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Japanese', 'Korean', 'Norwegian', 'Portuguese', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",1,0,1.0,0.5402317080857771
10848,EEP 15,"24 Jan, 2019",Trend Redaktions- und Verlagsgesellschaft mbH,Trend Redaktions- und Verlagsgesellschaft mbH,['Simulation'],29.5,"['English', 'French', 'German']",1,0,1.0,0.5117269784968523
10849,Dungeon Crawlers HD,"1 Jun, 2015",Drowning Monkeys Games,Drowning Monkeys Games,"['Indie', 'RPG', 'Strategy']",,['English'],0,0,1.0,0.49062031326677863
10850,Dark Throne,"2 Mar, 2017",Marcin Mikołajczyk,Back To Basics Gaming,"['Action', 'Adventure', 'Indie', 'RPG']",3.5,['English'],0,0,1.0,0.5099102639773805
10851,Modiverse,"19 Feb, 2021",Deep Voodoo Games,Deep Voodoo Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",3.5,"['English', 'French', 'German', 'Russian', 'Swedish']",0,0,1.0,0.5832589635564278
10852,Mortos,"14 Nov, 2016",C.L.,JustPlayNow,"['Action', 'Casual', 'Indie']",3.5,['English'],0,0,1.0,0.4955630834116468
10853,Dungeons & Dragons: Dark Alliance,"21 Jun, 2021",Tuque Games,Wizards of the Coast,"['Action', 'RPG']",149.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1,1,1.0,0.4982064837662945
10854,Syberia 3,"20 Apr, 2017",Microids,Microids,['Adventure'],110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Dutch', 'Polish', 'Russian']",1,0,1.0,0.5062581088694634
10855,Syberia 3,"20 Apr, 2017",Microids,Microids,['Adventure'],110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Dutch', 'Polish', 'Russian']",1,0,1.0,0.5062581088694634
10856,On The Road - Truck Simulator,"14 Nov, 2019",toxtronyx interactive GmbH,Aerosoft GmbH,"['Casual', 'Simulation', 'Strategy']",104.79,"['English', 'German', 'French', 'Spanish - Spain', 'Polish', 'Italian', 'Portuguese - Brazil', 'Russian', 'Hungarian', 'Simplified Chinese']",0,0,1.0,0.4929437185751364
10857,Sheltered 2,"21 Sep, 2021",Unicube,Team17,"['Indie', 'RPG', 'Simulation', 'Strategy']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0,0,1.0,0.5085747073908689
10858,AION - Translator application,"28 Nov, 2021",ONBI,ONBI,['Utilities'],21.95,"['English', 'Korean', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Russian', 'Thai', 'Portuguese', 'Portuguese - Brazil', 'Italian', 'Turkish', 'Spanish - Spain', 'Spanish - Latin America', 'Arabic']",0,0,,0.5064166513586916
10859,Darkness Assault,"6 Feb, 2015",Black Lime Studio,Black Lime Studio,"['Action', 'Indie']",3.5,"['English', 'Russian']",1,0,1.0,0.48823720519878616
